"","Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai21","Ai22","Ai23","Ai24","Ai25","Ai26","Ai27","Ai28","Ai29","Ai30","Ai31","Ai32","Ai33","Ai34","Ai35","Ai36","Ai38","Ai39","Ai40"
"404","evm.model.Contig126.21","XM_022460975.1","GATOR complex protein NPRL3-like","LOC111120248","GO:0043167",26.1336144185867,1.04091656957798,0.850688172081287,1.22361707114286,0.221096716650219,0.932621102912984,0,18.5325069802964,23.8399734717773,0,28.2214559375834,0,18.7329424429835,52.74821977569,15.9944630857519,16.1005657202683,46.071238993712,0,73.0803468771297,17.0361502671442,27.7714102230357,58.3206800415757,17.7762077222366,38.3973829006121,43.9151295133514
"1128","evm.model.Contig280.108","XM_022459050.1","histone H1-delta-like","LOC111119173","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003",64.1911461908075,0.389521561449708,0.31912170285317,1.22060504806509,0.222235594100761,0.932621102912984,10.3520227847324,67.3022621916026,131.119854094775,67.8197856276748,70.5536398439584,39.738724075822,60.142604685368,48.1211829532611,27.9903104000659,36.9365919464979,74.2258850454249,46.7702225393551,69.8680239374756,90.8594680914359,71.0948101709713,93.3130880665211,92.018016444519,64.3156163585253,57.0896683673568
"2242","evm.model.Contig780.10.2","XM_022440571.1","ras-like GTP-binding protein RHO","LOC111106049","GO:0003924;GO:0005622;GO:0007165;GO:0043167",100.167986175967,0.248634364568981,0.203510439538854,1.22172781471248,0.221810574160633,0.932621102912984,86.2668565394366,103.391881047969,108.471879296587,107.29697427662,52.9152298829688,86.8706991424945,113.383598997005,94.3915511775506,92.9678166859331,74.820275994188,148.45177009085,100.735863930919,146.160693754259,47.7012207480039,87.7576563047928,152.531009339506,84.6984015000686,124.791494426989,89.5868642072368
"290","evm.model.Contig118.59","XM_022436465.1","wiskott-Aldrich syndrome protein family member 2-like","LOC111103294","GO:0005856;GO:0007010;GO:0008092",21.8272727282109,1.27548945444715,1.05372586725748,1.21045662261936,0.226103725916754,0.935737017840488,0,0,0,23.2814189468137,36.4527139193785,0,23.6626641385054,23.1351841121447,23.9916946286279,0,54.6029499184735,49.4685046089333,24.0924220474054,26.1220970762878,0,30.5062018679011,25.095822666687,26.8781680304285,47.4283398744195
"293","evm.model.Contig118.95",NA,NA,NA,NA,1.0776898010225,3.59730436909184,2.97680634737602,1.2084442013713,0.22687644645392,0.935737017840488,0,0,0,0,0,0,0,0,0,0,20.4761062194276,0,0,0,0,80.7517108267971,0,0,0
"812","evm.model.Contig179.66.1","XM_022481691.1","coiled-coil domain-containing protein 42 homolog","LOC111133358","",1.0776898010225,3.59730436909184,2.97680634737602,1.2084442013713,0.22687644645392,0.935737017840488,0,0,0,0,0,0,0,0,0,0,20.4761062194276,0,0,0,0,52.0399914217137,0,0,0
"1039","evm.model.Contig248.95",NA,NA,NA,NA,1.1252333608341,-3.61508465690657,2.98515955606875,-1.21101890502208,0.225888159317568,0.935737017840488,13.8026970463099,0,0,0,0,0,0,0,0,7.57673680953803,0,0,0,0,0,40.3758554133986,0,0,0
"1263","evm.model.Contig328.68",NA,NA,NA,NA,8.95915570879385,1.88184413228758,1.55551590024172,1.20978778294401,0.22636033533779,0.935737017840488,0,19.5079020845225,0,0,19.9901979557882,0,0,0,0,0,14.5039085720945,0,17.6677761680973,0,25.5496974051928,15.2531009339506,18.8218670000152,23.9983643128826,14.9311440345395
"2302","evm.model.Contig80.198","XM_022461811.1","stress response protein nst1-like","LOC111120825","GO:0005634",62.3320844184891,0.529945376583959,0.437817910569342,1.21042415988604,0.226116175889591,0.935737017840488,106.970902108901,67.3022621916026,0,46.5628378936275,35.2768199219792,84.0982300209256,64.0863820417855,19.4335546542016,43.9847734858178,47.3546050596127,90.4361358024717,98.9370092178666,92.354284515054,80.6377779311494,36.6582614944071,61.0124037358023,61.6938973889389,61.4358126409794,86.0736538461687
"1154","evm.model.Contig282.65","XM_022474912.1","peptidyl-prolyl cis-trans isomerase B-like","LOC111128939","GO:0006457;GO:0006464;GO:0016853",335.335167814267,0.204061206578504,0.16913857913145,1.20647345878384,0.227634986813387,0.936746232417167,277.204165680056,263.356678141054,271.775697578261,290.51161903198,396.276277123566,255.067159184346,252.401750810725,477.510200074668,269.906564572064,375.048472072132,577.596829606353,270.727634314344,404.752690396411,313.465164915454,281.046671457121,451.312339398655,311.60646477803,334.057231235326,297.744578100522
"650","evm.model.Contig144.17","XM_022481998.1","putative uncharacterized oxidoreductase YDR541C","LOC111133530","GO:0003674",432.135513962586,-0.263835244236826,0.219220650272564,-1.20351455900158,0.22877726083985,0.939326456105959,361.170572711775,861.273877031668,806.983102019662,424.126719074563,500.930842892105,384.449051524231,452.548451648916,218.396138018646,296.89722102927,387.360669387632,447.061652457502,360.67036996695,491.48540976707,341.858748694028,288.822666319571,371.457869803267,380.619977111419,383.013894433606,451.447531397252
"37","evm.model.Contig0.54","XM_022435847.1","cold shock domain-containing protein E1-like","LOC111102906","GO:0003674",1104.36614343632,-0.247221610860441,0.205938358998004,-1.20046411976526,0.229959139462937,0.939945092468462,1550.50296820214,1615.25429259846,893.999005191649,1436.36232545777,698.481034455188,1255.92851207075,1554.83422276763,616.321304747536,1157.5992658313,1154.50527135336,742.258850454249,1198.93666624924,840.825529454448,1285.66147349382,502.107096832485,1225.6315221045,914.951868056297,1134.64266471309,1204.15285125609
"2393","evm.model.Contig823.55","XM_022460449.1","protein atonal homolog 8-like","LOC111119882","GO:0003700;GO:0005622;GO:0009058;GO:0030154;GO:0032991;GO:0034641",38.209648784671,-1.35826690266745,1.13107858373944,-1.2008598891307,0.22980555576884,0.939945092468462,0,90.7117446930296,38.1439575548437,44.5383666808611,76.4331098309549,84.0982300209256,71.9739367546207,28.6876282990595,65.9771602287267,36.9365919464979,56.3092921034258,26.0833933392557,0,0,0,74.4710222069351,0,0,31.618893249613
"369","evm.model.Contig124.32","XM_022446429.1","guanine nucleotide-binding protein-like 3 homolog","LOC111110086","GO:0043167",32.4810550660191,2.58910444138164,2.16889941584478,1.19374113085516,0.232579245919145,0.940744154513825,0,49.7451503155324,0,0,0,0,0,0,0,46.4075129584204,96.4083334498048,94.4398724352363,126.886756116335,0,0,100.491017917792,0,0,102.761403061242
"727","evm.model.Contig1597.3","XM_022489470.1","glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial-like","LOC111137813","GO:0008150",33.1725427006832,0.649218588402541,0.542069961897443,1.19766567793212,0.231047196149273,0.940744154513825,57.5112376929577,0,15.4959827566553,26.3181257659634,39.9803959115764,37.8904113281093,35.4939962077581,18.5081472897158,0,30.3069472381521,40.9522124388551,40.4742310436727,40.1540367456756,53.3799375037186,36.6582614944071,44.8620615704429,36.5980747222519,43.1970557631886,32.49719583988
"841","evm.model.Contig210.36",NA,NA,NA,NA,13.5916727707244,3.23097889141846,2.7032322964779,1.19522798526349,0.231997967389506,0.940744154513825,0,0,27.4159694925439,0,0,0,0,0,0,0,42.6585546238074,0,0,0,18.8845589516643,113.949636388925,0,0,55.3330631868227
"1160","evm.model.Contig283.58","XM_022465493.1","WD repeat-containing protein 55-like","LOC111123263","GO:0003674",25.7269140080988,0.963405389202783,0.806969971433647,1.19385531470423,0.232534569697324,0.940744154513825,0,0,0,19.2324765212809,19.9901979557882,17.5589711032702,25.6345528167142,35.16547985046,19.9930788571899,39.7778682500747,48.6307522711405,34.1782395479903,60.2310551185135,19.3076369694301,0,33.1979255621277,32.4154376111374,31.677840893005,51.8198528257546
"1235","evm.model.Contig326.28","XM_022486770.1","coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial-like","LOC111136134","",254.878314480328,0.197981633401379,0.16590497170596,1.19334358317043,0.232734840200623,0.940744154513825,217.39247847938,260.430492828375,214.559761245996,215.606184159623,284.566347370632,165.423990920282,330.291353599972,284.100060897137,232.919368686262,177.106222922951,257.657669927797,158.299214748587,244.939624148621,366.845102419173,286.600953501728,301.473053753376,225.862404000183,240.943577701341,377.670113814822
"1000","evm.model.Contig234.56","XM_022470515.1","nucleoside diphosphate kinase A-like","LOC111126109","GO:0009058;GO:0016301;GO:0034641;GO:0044281",766.760250221395,0.231462235260377,0.194200052278413,1.19187524691571,0.233310165325843,0.940983255285424,487.695295636282,585.237062535675,930.950964072904,771.323532064003,570.308588738664,389.993989767369,792.699248639932,731.071817943774,1264.56223771726,559.731431804622,581.009513976257,549.550114837423,879.373404730297,876.793867082357,892.017696363906,1063.2308592195,928.545438667419,763.147985149666,951.201705259191
"403","evm.model.Contig126.131",NA,NA,NA,NA,182.883543823019,0.176060291702889,0.148830063382668,1.18296188082785,0.236824255108135,0.950948495731565,128.825172432225,178.497304073381,190.719787774219,175.116759904295,203.42966155008,144.168394321587,167.610537647747,181.379843439215,123.957088914577,228.249196387333,191.110324714657,157.399787392061,174.268519476232,178.311706129443,231.058133055657,151.633768108097,250.95822666687,268.781680304285,149.311440345395
"1203","evm.model.Contig29917.1","XM_022477725.1","5'-3' exoribonuclease 2-like","LOC111130565","GO:0004518;GO:0005634;GO:0043167",48.3530799229322,0.192634181609943,0.162687395718826,1.18407563633801,0.236383123497263,0.950948495731565,55.2107881852394,39.9911992732711,56.0239376586767,32.3915394042626,45.859865898573,48.0561314405289,29.5783301731318,57.375256598119,39.9861577143798,49.2487892619972,63.9878319357111,45.8707951828291,54.6094899741189,46.5654773968609,56.6536768549928,43.964820339034,49.1459860555954,37.4374483280968,66.7509968602941
"628","evm.model.Contig1430.11","XM_022450973.1","ras-related protein Rab-8A-like","LOC111113034","GO:0003924;GO:0043167",1.01571608956146,3.51120594293227,2.97780462881419,1.17912569177868,0.238348129624595,0.951702545759528,0,0,0,0,0,0,0,0,0,0,8.53171092476149,0,0,0,0,10.7668947769063,0,0,0
"1082","evm.model.Contig272.52","XM_022469529.1","small ubiquitin-related modifier 2-like","LOC111125574","GO:0003674;GO:0006464",162.967372749376,0.128245714792759,0.108949130203405,1.17711554514779,0.239149391289035,0.951702545759528,181.735511109746,130.702943966301,140.655843483486,174.104524297911,170.504629622899,143.24423794773,153.807316900285,175.8273992523,156.945669028941,133.539986268108,208.17374656418,164.595206244269,147.766855224086,171.497246022585,209.95186128615,200.982035835584,147.437958166786,138.230578442204,146.676532574594
"1271","evm.model.Contig329.81","XM_022472653.1","ubiquitin carboxyl-terminal hydrolase-like","LOC111127468","GO:0005622;GO:0006464;GO:0008233;GO:0009056",164.994588696938,-0.33866485602096,0.287123007303972,-1.17951138503653,0.238194605928506,0.951702545759528,98.9193288318873,281.88918512135,346.87161401436,139.688513680882,335.129789258802,79.4774481516439,161.69487161312,143.438141495297,130.954666514594,114.598144244263,143.332743535993,112.428419565758,245.742704883535,137.424945488297,96.6445075761642,120.230325008787,124.433454055656,161.269008182571,160.729374018866
"1657","evm.model.Contig449.123.1","XM_022430963.1","transcriptional coactivator YAP1-like","LOC111099610","GO:0003674",337.65139601353,-0.181766276825586,0.154743953378437,-1.17462603776876,0.240144361519135,0.951702545759528,384.175067788958,366.748559189023,377.86357952767,354.282462234122,389.220913139171,466.698968797444,334.235130956389,205.440434915845,339.882340572228,358.000814250672,348.946976822745,415.53543871504,194.34553784907,380.474022632888,277.714102230357,307.753742373238,397.350525555877,271.661484021831,245.046422684501
"2362","evm.model.Contig812.26","XM_022481078.1","eukaryotic translation initiation factor 2A-like","LOC111133033","GO:0005840;GO:0008135",42.8199367604717,1.3423593059821,1.14224934453791,1.17518938610128,0.239918955629428,0.951702545759528,0,0,0,0,0,0,34.5080518686538,117.526735289695,35.9875419429418,59.666802375112,58.0156342883781,35.9770942610424,29.7139871918,31.8008138320026,98.866220394007,69.087574818482,81.5614236667327,73.9149620836783,86.9519564364357
"2488","evm.model.Contig928.31","XM_022433154.1","acylpyruvase FAHD1, mitochondrial-like","LOC111100973","GO:0003674",17.3577908960937,1.40339488077334,1.19280375295448,1.17655136253323,0.239374620398225,0.951702545759528,0,0,0,18.2202409148977,24.6937739453854,13.8623456078449,0,0,0,40.7249603512669,17.9165929419991,44.0719404697769,15.2585339633567,17.0361502671442,56.6536768549928,14.3558597025417,34.5067561666946,0,32.49719583988
"1011","evm.model.Contig243.40","XM_022469767.1","eukaryotic translation initiation factor 1-like","LOC111125711","GO:0005840;GO:0008135",134.268550602249,0.210433612851603,0.179376111567456,1.17314179136093,0.24073894992574,0.951989383328901,124.224273416789,112.170436986004,168.07181297603,131.590628829817,163.449265638504,126.609423218316,98.5944339104393,121.228364747638,65.9771602287267,139.222538875261,185.138127067324,116.925556348388,197.557860788724,113.574335114295,133.302769070571,136.380667174146,189.264329277931,96.9533918240456,130.867085949787
"116","evm.model.Contig104.86","XM_022463198.1","PHD finger-like domain-containing protein 5A","LOC111121768","",46.6976295292321,0.256542202861469,0.218922587863974,1.17183980586265,0.241261377845693,0.951990242018828,17.2533713078873,44.8681747944017,48.8719456171435,33.4037750106458,51.7393358855695,32.3454730849714,45.3534395988021,64.7785155140053,48.9830432001153,40.7249603512669,70.8132006755203,44.971367826303,74.6865083469567,37.4795305877173,41.1016871300928,52.0399914217137,35.5524154444732,46.0768594807346,56.2113657770898
"1120","evm.model.Contig279.18","XM_022484235.1","max dimerization protein 1-like","LOC111134814","GO:0003674;GO:0009058;GO:0034641",468.021200881468,-0.159952407589651,0.136821888972138,-1.16905568832062,0.242381195389408,0.952286463782093,618.820917576225,523.787170969429,523.287417705512,482.836384244789,458.59865898573,480.561314405289,533.395887455477,281.32383880368,448.844620343913,574.884905423698,419.760177498265,541.455268628688,502.728540055859,516.763224770042,311.039794498,523.988879142773,405.715799778106,369.574810418392,375.035206044021
"1227","evm.model.Contig324.55","XM_022453199.1","60S acidic ribosomal protein P1-like","LOC111114718","GO:0003735;GO:0005840;GO:0006412;GO:0042254",10413.3225136973,-0.0864277330422277,0.0738558607184424,-1.17022172920999,0.241911750576172,0.952286463782093,10469.345709626,11456.0154991358,10681.5001140298,10551.5439609385,12107.0045972233,11428.1177191073,9786.4835099502,8595.18360134402,11449.0366075698,10558.1827440912,10592.1191130914,8782.00870912045,9729.32310347721,9657.2257147685,10537.5838950287,9334.00053034634,12840.6959311215,8630.77174148509,10666.984958793
"400","evm.model.Contig1256.5","XM_022471565.1","zinc finger CCCH domain-containing protein 15-like","LOC111126731","GO:0043167",52.6549908796221,-0.189767801910338,0.1631456678375,-1.16318014707785,0.244756419625357,0.956392386137505,60.9619119545352,76.0808181296377,63.1759297002099,58.709665170226,58.7946998699653,45.2836623189599,52.2550499725328,46.2703682242895,50.9823510858343,47.3546050596127,44.3648968087597,35.9770942610424,61.8372165883405,55.6514242060045,33.3256922676428,47.5537852646694,69.0135123333892,38.3973829006121,54.4547605965557
"1015","evm.model.Contig244.20.2","XM_022490100.1","uncharacterized","LOC111138233","",751.957421197718,-0.138194017752976,0.118868440775622,-1.16257954467354,0.245000134024254,0.956392386137505,863.818790148225,942.231670682437,747.383168340219,709.577160074627,571.484482736063,791.077856021014,842.982409934256,599.663972186792,821.715541030505,970.76940372206,713.25103331006,816.680039725663,686.634028351054,639.42350669348,469.892260973764,792.264007334021,690.135123333892,758.34831228709,859.85823587142
"2101","evm.model.Contig708.35","XM_022439485.1","mitochondrial carrier homolog 2-like","LOC111105286","",75.007036264387,0.324564440456576,0.278911985292305,1.16368050701165,0.244553511905208,0.956392386137505,35.6569673696338,26.3356678141054,73.9039177625097,24.2936545531969,72.905427838757,90.5673246379198,70.0020480764119,112.899698467266,93.9674706287926,69.1377233870345,81.9044248777103,61.1610602437721,132.50832126073,93.1309547937218,104.420502438614,65.4986098928466,77.3787865556182,70.0752237936171,69.3859046310952
"23","evm.model.Contig0.242","XM_022487370.1","28S ribosomal protein S22, mitochondrial-like","LOC111136487","",36.1757318343916,0.643865449874499,0.559743507222969,1.15028658942179,0.250025852412829,0.957005338555938,44.858765400507,24.3848776056531,19.0719787774219,0,51.7393358855695,33.2696294588277,16.7610537647747,39.792516672889,0,55.878433970343,40.9522124388551,46.7702225393551,55.4125707090324,26.1220970762878,49.9885384014642,55.6289563473491,40.7807118333664,49.9165977707958,36.0104062009481
"48","evm.model.Contig1005.1","XM_022462065.1","protein mago nashi homolog 2","LOC111120984","GO:0005634;GO:0032991;GO:0034641",89.3305806468976,0.554546723014282,0.483703572708997,1.14645984504213,0.251604932934156,0.957005338555938,25.3049445849014,58.5237062535675,66.7519257209765,92.1134401808718,123.468869726927,64.6909461699427,0,140.66191940184,99.9653942859495,59.666802375112,125.416150593994,63.8593423133503,189.527053439589,76.0948045265776,82.2033742601856,165.09238657923,99.3376313889694,107.512672121714,57.0896683673568
"372","evm.model.Contig124.48","XM_022446471.1","caveolin-1-like","LOC111110111","GO:0007009;GO:0022607",0.942978575894691,3.40511546395408,2.97911897329416,1.14299411822042,0.253041033130873,0.957005338555938,0,0,0,0,0,0,0,0,0,0,17.9165929419991,0,0,0,0,26.9172369422657,0,0,0
"448","evm.model.Contig130.14","XM_022480626.1","dynein light chain 2, cytoplasmic","LOC111132799","GO:0005856;GO:0008150;GO:0032991",159.947202222756,0.223533133697057,0.193095612162305,1.15762927595252,0.247015356786446,0.957005338555938,96.618879324169,152.161636259275,220.51975461394,125.517215191518,163.449265638504,150.637488938581,156.765149917598,210.99287910276,106.962971885966,99.4446706251866,162.102507570468,144.807804400696,292.321387508519,151.053865702012,132.19191266165,181.242728744589,130.707409722328,191.986914503061,169.512399921536
"604","evm.model.Contig142.150","XM_022430777.1","T-complex protein 1 subunit beta-like","LOC111099484","GO:0006457;GO:0043167;GO:0051082",149.861025363483,0.534952906447059,0.468536299711298,1.14175338554704,0.253556543347514,0.957005338555938,0,131.678339070527,188.335790427041,91.1012045744885,129.348339713924,110.898764862759,113.383598997005,217.470730654161,160.944284800379,92.8150259168409,150.158112275802,102.534718643971,416.798901420113,118.117308518867,125.526774208121,185.728934901633,175.670758666809,160.309073610056,176.538820643673
"651","evm.model.Contig144.173","XM_022458349.1","mRNA turnover protein 4 homolog","LOC111118739","GO:0005622;GO:0022618;GO:0042254",67.7161911251607,0.334075561423234,0.290122167799727,1.151499604311,0.249526757945753,0.957005338555938,50.6098891698028,49.7451503155324,82.2479084776317,83.0033197234229,75.2572158335556,39.738724075822,46.3393839379065,68.4801449719484,68.9761220573052,38.8307761488824,46.9244100861882,15.290265060943,126.886756116335,72.6875744731487,67.7622409442071,70.8820572812997,90.9723571667404,98.8732609690762,93.1000745683049
"685","evm.model.Contig1496.4",NA,NA,NA,NA,676.657956821638,0.12718356027392,0.111366613999898,1.14202592416104,0.253443244050522,0.957005338555938,692.435301823211,576.45850659764,584.079350058544,632.647253989504,699.656928452588,730.083535346497,631.004377026811,792.148703999836,591.795134172821,550.260510792699,628.787095154921,598.11919208983,628.009134702367,807.513522662637,1079.75242947163,619.99369090352,697.454738278343,668.114462470651,648.187311617066
"711","evm.model.Contig1555.8","XM_022487014.1","GTPase HRas","LOC111136265","GO:0003924;GO:0005575;GO:0007165;GO:0043167",435.79373161426,0.322290888805934,0.281725229299015,1.14399015525821,0.252627719802318,0.957005338555938,247.298322079718,229.217849493139,349.255611361538,407.930949372432,669.083684520206,276.322755783041,817.347857117542,401.626796186833,232.919368686262,265.185788333831,606.604646750542,325.592703062434,366.204815120562,556.514242060045,549.873922416107,263.788922034204,310.560805500252,572.121005219121,832.630855573142
"739","evm.model.Contig1651.14","XM_022457411.1","cell death-inducing p53-target protein 1-like","LOC111118102","",170.889076975159,0.276282365704199,0.241805704479144,1.14258001604767,0.253213006605321,0.957005338555938,118.473149647493,118.022807611361,128.735856747597,188.275822787276,237.53058747466,109.974608488903,191.273201786252,163.797103513985,158.94497691466,139.222538875261,352.359661192649,167.293488313847,104.400495538757,162.411299213442,139.9679075241,336.465461778321,140.118343222336,142.070316732265,147.554835164861
"905","evm.model.Contig223.123","XM_022439983.1","60S ribosomal protein L44-like","LOC111105616","GO:0003735;GO:0005840;GO:0006412;GO:0042254",10079.7361122054,-0.0649259297986474,0.0566861751457362,-1.1453573932573,0.252061140208516,0.957005338555938,10723.5453802289,9915.86662956279,8644.37438086645,10220.5429176512,10448.9940608902,9930.98439346006,9799.30078635856,10742.128686951,12027.8362404854,10487.1508365018,10134.8194075242,10037.6092988308,9296.46258735883,9489.13569879934,9982.15569056795,9329.5143241893,11490.7498035093,8589.49455486693,10224.3204532985
"1307","evm.model.Contig348.106","XM_022462792.1","DPY30 domain-containing protein 1-like","LOC111121488","",0.942978575894691,3.40511546395408,2.97911897329416,1.14299411822042,0.253041033130873,0.957005338555938,0,0,0,0,0,0,0,0,0,0,17.9165929419991,0,0,0,0,69.087574818482,0,0,0
"1572","evm.model.Contig429.57","XM_022436737.1","alpha-taxilin-like","LOC111103452","GO:0003674",6886.38711386605,-0.19155656713881,0.166188317940322,-1.15264760792391,0.249055053982471,0.957005338555938,10228.9487360695,7679.28565557228,6765.7844712904,7190.9217477463,5701.90999338924,7913.55102933171,8004.88208918857,3483.23331992451,7752.31632687539,8452.79700314086,6208.52603994893,8297.2173639529,3940.71716622061,7305.10123455145,4462.31019463737,7703.71321287645,6864.75315861667,6762.73906337031,6122.64735675145
"1594","evm.model.Contig435.44",NA,NA,NA,NA,1318.67934988405,-0.182879942222193,0.158287315874193,-1.15536700595483,0.247940167198196,0.957005338555938,843.11474457876,1675.72878906048,1174.11869348503,1619.57697021313,1202.93955933949,1384.38624803677,1661.3162113909,1207.65661065396,1510.4771076607,1695.29486113413,994.797493827189,1325.75592351941,1337.93250436591,1019.89752932637,905.347973270963,1912.02106413227,1432.55321055672,1282.47258888045,869.519564364357
"1608","evm.model.Contig438.39","XM_022431643.1","S-phase kinase-associated protein 1","LOC111099982","GO:0009056",115.836508779167,-0.249534848364319,0.215662182538414,-1.15706353996428,0.247246401397976,0.957005338555938,129.975397186085,101.441090839517,123.967862053242,164.994403840463,65.8500638543612,105.353826619621,174.512148021478,83.2866628037211,187.934941257585,114.598144244263,69.9600295830442,153.802077965956,57.8218129137729,112.438591763152,113.307353709986,96.0048117607477,110.839883444534,117.112017846867,117.692547095782
"2221","evm.model.Contig771.12",NA,NA,NA,NA,0.942978575894691,3.40511546395408,2.97911897329416,1.14299411822042,0.253041033130873,0.957005338555938,0,0,0,0,0,0,0,0,0,0,17.9165929419991,0,0,0,0,51.1427501903049,0,0,0
"2372","evm.model.Contig82.157","XM_022462349.1","tubulin polymerization-promoting protein family member 2-like","LOC111121192","",88.4345474595374,0.559107931768992,0.489646566907135,1.14186021011157,0.253512130216434,0.957005338555938,23.0044950771831,79.0070034423161,94.1678952135204,93.125675787255,119.941187734729,103.505513871908,41.4096622423845,61.0768860560621,43.9847734858178,63.455170779881,414.641150943408,25.1839659827297,37.7447945409351,59.0586542594334,47.7668255836214,174.962040124727,111.885542722313,54.7162706333723,31.618893249613
"1870","evm.model.Contig53.70","XM_022479423.1","zinc finger protein 318-like","LOC111131751","GO:0043167",40.638443152449,2.25010546333403,1.97389676697513,1.13993066961763,0.254315186384525,0.957885505741713,0,68.2776572958287,0,0,0,0,77.889602789247,0,0,0,173.193731772658,60.261632887246,125.280594646508,0,0,133.68894347992,0,62.3957472134947,71.1425098116292
"465","evm.model.Contig131.10","XM_022433219.1","centrin-2-like","LOC111101008","GO:0043167",30.9689505880344,-3.2103835272991,2.8265588848405,-1.1357921975435,0.256043543291011,0.960115144849777,0,147.284660738145,262.23970818955,0,69.3777458465591,57.2976951790921,0,0,0,0,0,0,0,0,52.2102512193071,0,0,0,0
"857","evm.model.Contig218.26",NA,NA,NA,NA,47.6359326464839,0.25365611778386,0.223580532470387,1.13451790717717,0.256577366597593,0.960115144849777,26.4551693387606,43.8927796901756,56.0239376586767,45.5506022872443,59.9705938673646,33.2696294588277,34.5080518686538,64.7785155140053,31.9889261715039,39.7778682500747,46.9244100861882,27.8822480523079,65.0495395279946,80.6377779311494,48.8776819925428,45.7593028018517,69.0135123333892,46.0768594807346,38.6453139717492
"1053","evm.model.Contig254.19","XM_022470492.1","prefoldin subunit 6-like","LOC111126088","GO:0006457;GO:0032991;GO:0051082",91.2435985794302,0.397329861220902,0.350540605581451,1.13347742000343,0.257013818259293,0.960115144849777,74.7646090008451,115.096622298683,60.7919323530322,76.9299060851237,37.6286079167778,60.9943206745174,149.863539543868,29.6130356635453,100.965048228809,87.1324733096873,120.297124039137,89.04330829608,233.696493859832,46.5654773968609,28.8822666319571,112.155153926107,105.611587055641,80.6345040912855,122.962362637384
"1968","evm.model.Contig6.200","XM_022473181.1","low affinity immunoglobulin epsilon Fc receptor-like","LOC111127880","",54.043616003391,0.396157962281524,0.34898673211378,1.13516625655661,0.256305664810498,0.960115144849777,40.2578663850704,88.7609544845774,36.9519588812548,32.3915394042626,39.9803959115764,73.0083535346497,58.1707160071592,37.9417019439174,15.9944630857519,46.4075129584204,47.7775811786643,107.031855426601,77.8988312866108,35.2080438854314,98.866220394007,52.9372326531226,60.6482381111602,12.4791494426989,64.116089089493
"132","evm.model.Contig106.126",NA,NA,NA,NA,86.6375781372717,0.161678806384213,0.143950052013086,1.12315906887978,0.261369942824703,0.964761764774964,86.2668565394366,76.0808181296377,75.0959164360985,81.9910841170397,65.8500638543612,126.609423218316,68.0301593982031,80.5104407102637,94.9671245716521,64.4022628810733,69.106858490568,110.629564852705,113.234383622805,90.8594680914359,98.866220394007,87.929640678068,76.3331272778396,95.033522679015,84.3170486656346
"301","evm.model.Contig119.53","XM_022451289.1","dnaJ homolog subfamily C member 25 homolog","LOC111113188","",11.6999679288619,1.61633311385465,1.44091562823754,1.12174028942394,0.261972880763611,0.964761764774964,18.4035960617465,0,19.0719787774219,0,0,0,0,0,0,21.7831183274218,50.3370944560928,19.7874018435733,30.5170679267135,0,0,13.4586184711329,16.730548444458,17.2788223052755,14.9311440345395
"432","evm.model.Contig127.75","XM_022436022.1","ankyrin repeat domain-containing protein 50-like","LOC111103026","GO:0003674;GO:0007165",87.088000923937,0.167538960494411,0.148957094069407,1.12474643481126,0.260696498682782,0.964761764774964,92.0179803087324,75.1054230254116,39.3359562284326,89.0767333617221,82.3125798179515,93.3397937594888,70.9879924155163,93.4661438130648,90.9685088002141,94.7092101192254,88.7297936175194,82.7473168003975,95.566607454708,82.9092646334353,125.526774208121,68.1903335870731,95.1549942778549,97.9133263965609,96.613284929373
"546","evm.model.Contig1388.2","XM_022467643.1","next to BRCA1 gene 1 protein-like","LOC111124616","GO:0006914;GO:0032182;GO:0043167",619.7770646106,-0.137693590198554,0.121944859101716,-1.12914633066821,0.258836109577686,0.964761764774964,630.323165114817,594.991013577936,550.703387198056,610.378070649073,784.321296265338,673.709996541261,843.96835427336,521.0043462055,581.798594744226,685.694681263192,632.199779524826,703.352192803379,375.038703204611,565.600188869189,559.871630096399,515.016466828684,649.354411500526,551.002444623784,747.43550431724
"675","evm.model.Contig1478.8","XM_022436312.1","uncharacterized","LOC111103225","GO:0003674;GO:0065003",112.644642145871,-0.187433802216415,0.166588052550982,-1.12513352155944,0.260532458322774,0.964761764774964,180.585286355887,139.481499904336,95.3598938871093,112.358152308536,108.182247760736,121.064484975179,122.257098048945,75.8834038878348,100.965048228809,139.222538875261,112.618584206852,153.802077965956,70.6711046723891,104.488388305151,109.974784483221,110.360671463289,108.748564888977,86.3941115263773,87.8302590267027
"892","evm.model.Contig222.33",NA,NA,NA,NA,0.897241231408857,3.33185392630521,2.98008429012312,1.1180401632759,0.263549840295081,0.964761764774964,0,0,0,0,67.0259578517605,0,0,0,0,0,32.4205015140936,0,0,0,0,17.0475833967683,0,0,0
