"","Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai1","Ai2","Ai3","Ai4","Ai5","Ai6","Ai7","Ai8","Ai9","Ai10","Ai11","Ai12","Ai13","Ai14","Ai15","Ai16","Ai17","Ai18","Ai19","Ai20"
"1630","evm.model.Contig440.92","XM_022443278.1","putative RNA-binding protein 15B","LOC111107879","GO:0003674",176.146254303993,0.250735392528238,0.141416493223312,1.77302793198456,0.0762240785609656,0.30167763914148,117.611416384867,131.55839239618,201.237582055589,148.24000237691,206.184351949647,173.777019741707,200.821843449381,159.734212094638,138.880109519534,132.016505936904,123.915382500003,216.613872947413,245.610549723231,152.78922240772,234.424906471879,191.526401097419,187.697711963127,205.871300695967,154.383547784507,200.030754583226
"1565","evm.model.Contig428.81","XM_022480116.1","putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial","LOC111132318","GO:0005739",142.302196982162,0.301706190349539,0.170575810960298,1.76875131738205,0.0769353842207083,0.30390950625115,170.012542496937,107.638684687784,150.928186541692,97.3109218057019,117.122472113409,160.185520990959,137.173390334276,133.938625048299,119.040093873886,80.5207057487497,198.809295000005,90.1886757253169,162.04181496263,171.887875208684,147.10874697628,213.519863424396,196.989677901896,150.575290178456,123.334342643489,117.717213980394
"395","evm.model.Contig125.87","XM_022450908.1","tubulin alpha-1A chain","LOC111112993","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167",4878.8075711572,-0.426711964920984,0.241685772288201,-1.76556510083741,0.0774688393351247,0.304848753261502,5983.0441325292,2797.27692923191,7285.98422089501,4639.09357131669,9117.25243857818,5051.18342858158,4943.72898764732,4921.99643603415,9222.1568377226,1988.67417453889,5558.49001500014,3667.94123150731,3385.55288871607,3136.51966226756,4849.84320676641,3310.01608020995,2498.6096409349,4707.81726467555,6360.7746643058,4150.19561168472
"1185","evm.model.Contig284.95","XM_022476615.1","calmodulin-like","LOC111130016","GO:0007165;GO:0043167",207.98190588504,0.261766295012342,0.14819414545054,1.76637406434998,0.0773331133231341,0.304848753261502,140.900805768009,170.095699259708,205.183416997856,148.24000237691,215.944557959098,203.872481261221,232.646070006933,198.427592664146,237.217578371875,138.570516869941,236.937105000006,209.366568648057,261.916644310665,223.975110120407,252.457591585101,275.834673350829,122.653950391746,280.733591858137,195.782487972531,208.881672927617
"120","evm.model.Contig1049.19","XM_022432642.1","cilia- and flagella-associated protein 58-like","LOC111100589","",345.811608468534,-0.292616087439317,0.166901046732755,-1.7532309902637,0.0795623655534716,0.312490662421445,344.682962870503,260.459039491428,362.030355952947,447.44835073276,408.70862664575,371.824572966893,375.30639595458,432.572152007839,531.367375553,272.459597359141,284.596867500007,363.170471001053,369.944520952418,171.019754626822,272.388454078661,194.275583888291,368.891047769116,315.612613876876,358.790814962876,410.682611179721
"1010","evm.model.Contig243.22","XM_022464815.1","protein PLANT CADMIUM RESISTANCE 3-like","LOC111122825","",628.722761910256,0.235786827345588,0.134594692901102,1.75182856220669,0.0798032913164597,0.312841039343232,607.853062900008,544.837786691252,554.389809388437,426.531049783871,595.372566576496,676.662473519386,724.275500964979,673.661677094777,370.059422260125,602.032718563326,619.576912500016,513.753349221002,795.941242049143,977.50377517666,680.496590851568,748.694113380821,647.650025932176,690.774777541841,527.836487397308,596.551896411922
"844","evm.model.Contig210.69","XM_022460725.1","60S ribosomal protein L27a-like","LOC111120067","GO:0003735;GO:0005840;GO:0006412;GO:0042254",10543.4288999904,-0.18356813498741,0.105340315653301,-1.7426199442156,0.0814000238723459,0.31828489465473,10552.4223295017,13674.0995733,8791.32025136966,11116.1812825336,10511.7418721785,11038.2386282861,8957.97108238958,11187.3476744046,11025.0104333489,15281.1446340156,8000.03156250021,11048.1127763513,9366.83220956936,11223.0628823125,8610.13259721817,8417.99770565021,10934.785516743,8553.01676527792,10954.3320693353,11624.7961535225
"1244","evm.model.Contig326.82","XM_022480805.1","protein pelota-like","LOC111132883","GO:0034655",85.3367025667736,0.35348727556158,0.202915203210081,1.74204431195631,0.0815006907748291,0.31828489465473,39.5919619513415,89.0344675812534,72.9979464319294,144.602210907538,71.9815193196993,65.0450297357229,76.8170985871948,58.5361398359232,65.5583125682273,64.6038220542294,108.936600000003,98.2412360579345,69.3009019965963,114.59191680579,70.2325630725468,114.549282953002,130.087523142761,96.1299875150592,62.9608882026201,92.9346426161006
"1016","evm.model.Contig244.43",NA,NA,NA,NA,588.943573332345,0.417695600139979,0.240780062360527,1.73475991344562,0.0827833392173326,0.322682883678903,554.287467318781,271.090020695159,520.850212379172,616.60565405856,509.970763993802,647.537833339211,334.703072415634,362.130356612067,326.066344089341,898.835785102322,525.619095000014,337.402277936677,933.523915130621,894.164199317904,367.297323095616,644.225167327683,973.798030382957,558.064352299813,918.538985421786,584.160610729775
"303","evm.model.Contig119399.1",NA,NA,NA,NA,1546.03416358932,-0.464853640908861,0.268382110301987,-1.73205896766294,0.0832630639150546,0.323374736666963,1582.5140085845,1467.07540611498,1924.58099309046,599.326144579043,2047.20321048229,2019.30838582543,3030.98323282617,2376.17042215315,1488.00117342358,1395.0680414609,961.365495000025,868.066003856175,1459.39546557538,1220.57753809803,2427.76886945371,1415.82913729911,437.651595716004,1851.99099840959,958.212969768643,1389.59418006931
"1610","evm.model.Contig438.58","XM_022489538.1","eukaryotic translation initiation factor 3 subunit M-like","LOC111137841","GO:0005840;GO:0008135",348.614502151015,-0.223704479780172,0.12916001616824,-1.73199482639257,0.0832744835936747,0.323374736666963,314.406756672418,450.487828508133,288.045950785451,317.39730570271,287.926077278797,445.606994756669,329.216136802263,429.595738117877,387.31160977808,505.595129120056,337.703460000009,445.306586393752,345.485379071267,331.6220622713,242.966704683405,283.165827459821,315.926841918135,297.747748940449,275.130456666244,341.645448093475
"948","evm.model.Contig226.40","XM_022478497.1","peptidyl-prolyl cis-trans isomerase-like","LOC111131116","GO:0006457;GO:0006464;GO:0016853",432.283275795977,0.330015882425343,0.191317616559234,1.7249633795389,0.084534072286322,0.327034253385358,415.715600489086,449.158955857666,238.723014007121,406.523196702325,233.024918475637,577.638696906793,457.610430155146,370.067460318633,251.019328386239,431.628434304344,347.235412500009,487.985156156625,627.784641616225,574.695825192672,408.108136772907,643.308773064059,579.818674579165,476.396398304718,266.505677460406,402.716784669769
"2413","evm.model.Contig829.9","XM_022470244.1","protein disulfide-isomerase A5-like","LOC111125951","GO:0016853;GO:0042592",88.211009865147,0.938159417845575,0.543607623310143,1.72580254142303,0.0843829424724573,0.327034253385358,97.8154354091967,0,0,83.6692037955568,86.6218283338754,46.5994242882791,98.764841040679,71.4339333590927,87.1235469656705,32.7700546651888,166.128315000004,97.4359800246727,100.89396025975,121.536881460686,101.552489848142,93.4722148896497,127.299933361131,149.72458232434,83.6603582966322,117.717213980394
"2144","evm.model.Contig733.25",NA,NA,NA,NA,878.791401587983,-0.510568442032729,0.297165399705846,-1.71812883511379,0.085773118355128,0.331206310951824,1038.70676648814,2071.71246207722,289.032409521018,518.385284385515,1004.08119322225,1360.12069641415,1147.86693031722,967.334514237713,740.11884452025,1190.95741526058,460.257135000012,1190.97367319414,779.635147461708,636.332386504877,529.591489114609,536.09064422005,656.941991870945,361.550837999116,632.196315787952,1463.94189416219
"970","evm.model.Contig228.55","XM_022452966.1","proteasome subunit beta type-3-like","LOC111114594","GO:0005622;GO:0008233;GO:0009056;GO:0032991",169.630248313643,0.293104029086368,0.170820114208827,1.71586367591377,0.0861869963845691,0.332182404756975,165.354664620309,138.202755648513,170.657361253024,136.417180101451,134.202832629948,192.222625189151,129.491680475557,182.553385251015,134.567062640045,141.379378698386,136.170750000004,207.756056581534,222.170538753794,183.173442772891,195.512270174927,238.262508542244,132.875112924392,284.987131128715,92.2851375024706,174.363091384494
"1855","evm.model.Contig53.178","XM_022475826.1","neo-calmodulin-like","LOC111129441","GO:0043167",227.577673324479,-0.525010774379934,0.306484551911132,-1.71300893016026,0.0867108967124972,0.333578113845465,337.69614605556,163.451336007376,268.316776074119,349.227981059715,129.322729625222,280.567367069014,89.9857440592853,296.649251032899,517.565625538636,251.86127728388,197.447587500005,119.17789292274,81.5304729371721,181.437201609167,135.719682694246,126.462408380114,291.767730477336,119.949807430295,268.230633301573,345.185815431231
"65","evm.model.Contig1015.25",NA,NA,NA,NA,155.309832889044,0.404007099432608,0.236651083810725,1.70718465737404,0.087787735815625,0.333982124080847,59.3879429270123,67.7725051737899,199.264664584456,94.5825782036729,143.963038639399,146.594022240211,173.387165382525,168.663453764524,97.4748594764432,185.384880677354,153.872947500004,209.366568648057,220.132276930365,111.119434478341,196.461358865097,197.024766679164,97.565642357071,240.750322714706,134.546555611079,208.881672927617
"1488","evm.model.Contig414.22","XM_022431985.1","unconventional myosin-VI-like","LOC111100288","GO:0005856;GO:0008092;GO:0032991;GO:0043167",374.849161160437,0.774047091799613,0.453384740416065,1.70726321995152,0.0877731390885308,0.333982124080847,0,368.097724179212,273.249069751952,124.594357825992,398.948420636299,295.129687159101,451.026107419101,356.177528832143,238.080187747773,261.224150045362,506.555190000013,516.169117320787,606.382892470218,303.842203651715,608.365850398682,455.447949021136,289.909337289582,678.864867584223,431.238960291918,333.679621583523
"1705","evm.model.Contig466.5","XM_022464503.1","proteasome subunit beta type-1-like","LOC111122651","GO:0005622;GO:0008233;GO:0009056;GO:0032991",304.805432763464,0.315099171188034,0.184183122939443,1.71079285745217,0.0871193585811419,0.333982124080847,241.04518011552,316.271690811019,289.032409521018,381.058656416721,258.645459250445,223.288908048004,295.197135999363,223.231041747165,230.316703364693,258.415288216918,416.682495000011,436.448770027873,340.389724512694,500.905575734399,152.803279117298,300.577318468677,284.334157726321,423.652511349553,208.719656781289,315.092693060303
"1815","evm.model.Contig518.25","XM_022432795.1","40S ribosomal protein S13-like","LOC111100708","GO:0003735;GO:0005840;GO:0006412;GO:0042254",3121.04716367929,-0.181745932584827,0.106271689339993,-1.71020084195115,0.087228740079641,0.333982124080847,3601.70406810292,3520.18365108567,2375.39263524441,3291.29183191435,3727.17866985901,3249.33902276813,2534.96425337743,3451.64797439282,3817.04648834744,3605.64230044692,2907.24551250008,2828.05918881529,2762.86390165842,3271.07835245618,2479.01965872287,2404.61854774942,3717.71557210134,2768.20335729206,3656.04390535488,2451.70438139618
"2048","evm.model.Contig644.60","XM_022482131.1","E3 ubiquitin-protein ligase ZNRF2-like","LOC111133607","",232.936454778209,-0.372322641189996,0.217854671425686,-1.70904134739659,0.0874432907791318,0.333982124080847,210.768973917436,300.325219005422,283.113657107618,252.826507121356,233.024918475637,285.421473765709,239.230392742978,255.971594536749,310.539375323182,258.415288216918,113.021722500003,257.681930643763,110.066138465182,146.712378334685,262.897567176966,80.6426951989134,220.219592748817,280.733591858137,322.566742298355,234.549336126349
"2346","evm.model.Contig81.78","XM_022463792.1","syntaxin-8-like","LOC111122176","",145.157383483156,-0.371727966331398,0.217694788765434,-1.70756483625309,0.0877171177306971,0.333982124080847,133.913988953067,247.170312986763,119.36150700356,122.775462091306,135.422858381129,124.265131435411,201.919230572055,193.466902847543,177.697531434932,183.512306125057,80.3407425000021,152.998646319734,58.0904619677351,89.4164199317904,128.126973172889,137.459139543602,89.2028730121792,199.916345717158,179.395407481438,148.695428185761
"1722","evm.model.Contig471.6","XM_022477699.1","ATP synthase subunit alpha, mitochondrial-like","LOC111130549","GO:0005622;GO:0009058;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281",3550.84593035774,0.213782154057991,0.125365680520827,1.70526856448943,0.0881443476000676,0.33472126105219,3485.25712118721,2419.87709649944,3252.35445116313,4538.14485804161,4146.86752826539,2956.1509782877,3352.51765976971,3162.93582706649,2937.18492493176,2630.03095870044,4091.93103750011,3882.9445923882,4237.54633090952,4093.18854347953,3555.28623337514,4650.70088789188,4460.14365060896,3538.09396526665,3202.38051912779,2423.38144269413
"771","evm.model.Contig1723.3",NA,NA,NA,NA,97.0430366024171,-0.649322879053136,0.38173231501887,-1.70099007473611,0.0889448509540609,0.337140225491312,123.433763730653,102.323194085918,86.808368729862,148.24000237691,79.3016738267874,108.731990005984,102.057002408702,109.13517596528,141.467937647227,184.448593401206,0,93.4096998583639,32.6121891748688,73.7902494582736,81.6216273545814,63.2312041900571,110.574394671347,80.817246140979,125.92177640524,92.9346426161006
"2472","evm.model.Contig902.80","XM_022469960.1","coiled-coil domain-containing protein 105-like","LOC111125809","",163.349112740896,-0.405169992911175,0.239097287146494,-1.69458214163228,0.0901547171888527,0.341099131822778,186.315115065137,81.0612316784545,226.885509180321,239.184789111211,163.4834506583,236.880406798752,242.522554111001,185.529799140977,244.981062754955,53.3683747404504,182.468805000005,119.983148956002,91.7217820543186,95.4932640048247,148.05783566645,164.034573188699,149.600651614176,156.530245157265,145.758768578668,153.120887357956
"266","evm.model.Contig117.175.1","XM_022477191.1","26S proteasome regulatory subunit 6B","LOC111130300","GO:0005737;GO:0009056;GO:0016887;GO:0043167",124.888546289187,0.270418677620464,0.160056390604944,1.68952127808455,0.091119577707337,0.344118258667635,101.308843816668,93.0210855326527,134.158388037059,138.236075836137,143.963038639399,121.352667417393,118.517809248815,100.205934295394,105.238343859523,75.8392693680084,148.426117500004,140.919805820808,169.175731344632,144.976137170961,91.1125142562769,150.288659234339,113.361984452978,176.947233656038,78.4854907731292,152.235795523517
"31","evm.model.Contig0.319","XM_022487525.1","39S ribosomal protein L51, mitochondrial-like","LOC111136579","GO:0003735;GO:0005840;GO:0042254",128.72511311357,-0.227843231319068,0.13512709997805,-1.68614016992949,0.091768804459574,0.344282038672994,125.762702668967,128.900647095247,83.8489925231622,144.602210907538,158.603347653575,129.119238132107,105.349163776724,176.60055747109,132.84184388825,202.238051648023,128.000505000003,108.709564490337,110.066138465182,125.877484369996,104.399755918651,112.716494425754,118.937164016239,125.054054554988,111.259651755315,141.614693510249
"1409","evm.model.Contig363.75","XM_022487524.1","28S ribosomal protein S23, mitochondrial-like","LOC111136578","GO:0003735;GO:0005840;GO:0006412;GO:0042254",64.7979476391173,0.646951913089026,0.383761358248001,1.68581828051312,0.0918308056596248,0.344282038672994,37.2630230130273,0,18.7427159757657,108.224296213818,62.2213133102485,33.9787468768702,79.0118728325432,64.4889676158475,50.0313438020682,50.5595129120056,80.3407425000021,106.293796390552,70.3200329083109,74.6583700401357,69.2834743823772,78.8099066716654,88.2736764183024,84.2200775574412,56.9235427585332,82.313540602832
"2104","evm.model.Contig710.16","XM_022464806.1","60S ribosomal protein L21-like","LOC111122819","GO:0003735;GO:0005840;GO:0006412;GO:0042254",6725.98567763627,-0.212829904053517,0.126134441101354,-1.68732585799067,0.0915407115252363,0.344282038672994,8214.16763543421,10017.0420392162,5399.87511849164,6305.20206428908,6106.22888466263,6376.35455677952,5232.34180091064,6938.02077750187,7846.29488316573,9778.58431209235,5262.99948750014,5986.27335126791,5653.11916728117,5876.30821862417,5817.91367073935,5748.54121571345,7026.58464289687,5571.28573660285,7425.07241830625,7937.50357124943
"2313","evm.model.Contig80.37","XM_022437089.1","hsp90 co-chaperone Cdc37-like","LOC111103668","GO:0019899",187.302280648199,0.299768891263346,0.177805996463652,1.6859324051235,0.091808819530998,0.344282038672994,137.407397360538,198.002024919504,168.684443781891,130.05104503005,181.78383692602,173.777019741707,197.529682081358,194.459040810863,161.307953292875,136.697942317645,236.937105000006,198.898240215654,197.711396872642,131.954328443031,198.359536245436,209.8542863699,90.1320696060561,262.018019067595,315.666918933684,224.81332594752
"1257","evm.model.Contig327.70","XM_022476395.1","selenoprotein N-like","LOC111129882","GO:0043167",53.485468743285,0.571947993198757,0.340062578103034,1.68189042260765,0.0925900901900945,0.345956597158891,48.9077177045983,19.933089756997,71.0250289607962,40.0157061630924,53.6811330519791,49.5118883062965,31.8242265575521,45.6383463127536,47.443515674375,22.4708946275581,20.4256125000005,68.4467628272494,78.4730802020282,29.5160997833095,91.1125142562769,63.2312041900571,16.7255386897836,130.158301679682,84.522836217216,56.6458774040994
"2455","evm.model.Contig877.12.1","XM_022486017.1","src kinase-associated phosphoprotein 2-B-like","LOC111135718","GO:0003674",88.4639488057275,-0.191491928648446,0.113863177318937,-1.68177222133953,0.0926130172801688,0.345956597158891,97.8154354091967,107.638684687784,89.7677449365619,94.5825782036729,93.9419828409635,88.3447418798624,97.6674539180048,91.2766926255073,115.589656370295,68.3489711588224,77.617327500002,97.4359800246727,71.3391638200256,101.570108077859,87.3161594955987,61.3984156628091,83.627693448918,80.817246140979,88.8352258201352,74.3477140928805
"2150","evm.model.Contig739.15",NA,NA,NA,NA,215.172992943481,-0.406920383472426,0.242133269155971,-1.6805637031659,0.0928476910034988,0.346206037702015,230.564954893106,130.229519745714,234.777179064854,388.334239355465,307.446489297699,205.814123939899,164.608068401132,226.207455637127,424.403812941682,139.50680414609,236.937105000006,171.519535084754,133.506149434619,170.15163404496,141.414214835263,138.375533807226,357.740688642594,144.620335199647,213.032046384208,144.269969013566
"2170","evm.model.Contig74.54","XM_022474258.1","40S ribosomal protein S15-like","LOC111128580","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",6060.30695950879,-0.222224747766654,0.132325998422842,-1.67937329334591,0.0930793148236376,0.346443225932023,6351.01648478284,9250.28251989708,4613.66750624505,6605.31986051227,5565.75747688929,6259.85599605882,5066.63634538683,6484.6137282643,6554.10603807093,8511.78762746376,4956.61530000013,6020.89936069816,5054.88932210467,6648.93553648139,4268.05183969247,4488.49910323043,7498.61651258632,4706.96655682144,6061.49482586321,6238.12724912645
"1594","evm.model.Contig435.44",NA,NA,NA,NA,362.73328089201,-0.496625319487386,0.296034926786495,-1.67759029273448,0.0934271091483401,0.347111169484463,268.992447375291,471.749790915596,94.7000386143949,472.912891018364,297.686283288248,400.949213147068,446.636558928404,564.526501129496,557.245656829932,670.381689722149,204.256125000005,452.553890693108,283.318393456673,355.061317981575,172.734141610858,326.23635785015,351.236312485456,110.592021035024,248.393641128145,504.50234563026
"973","evm.model.Contig228.66","XM_022447990.1","zinc finger protein 622-like","LOC111111172","GO:0043167",382.950047887834,-0.358545464500843,0.214373856352166,-1.67252420888411,0.0944209981814705,0.350172838579482,352.834249154602,744.168684261222,258.452188718453,493.830191967254,246.445201738631,412.599069219138,322.631814066218,471.265532577347,499.450828644784,501.849980015463,300.937357500008,340.623302069724,212.998360548362,360.270041472748,224.934019570184,305.159289786797,623.490914491378,269.674389754635,319.979308536604,397.406233663135
"1662","evm.model.Contig449.56","XM_022466303.1","tubulin beta chain-like","LOC111123746","GO:0003924;GO:0005198;GO:0005856;GO:0008150;GO:0043167",502.826291525782,0.340673064360464,0.203814943871884,1.67148226665169,0.0946264585366857,0.350304771099903,308.584409326632,502.313861876325,392.610576755512,394.700374426866,505.090660989076,572.784590210097,535.524915865015,477.218360357272,288.974140925739,459.717052588792,503.831775000013,595.084208580439,1174.03881029528,565.14649879219,372.991855236634,702.87440019962,342.873543140564,490.858431824683,390.702498024478,480.604866100406
"362","evm.model.Contig124.152","XM_022463167.1","putative RNA-binding protein Luc7-like 1","LOC111121745","GO:0003729;GO:0005634;GO:0006397;GO:0022618;GO:0032991",483.625225835057,0.186749461955459,0.111985894612285,1.66761593147082,0.0953919936005455,0.35250589749879,421.537947834871,575.401857651981,438.974137327143,486.55460902851,346.487313335502,442.694530738651,448.831333173752,396.855185328293,360.57071912525,606.714154944068,499.746652500013,657.894179174856,569.69417964849,438.400893840332,531.489666494949,406.879053049063,476.677852658833,572.526385819777,516.624274429718,477.949590597089
"1132","evm.model.Contig280.118","XM_022473923.1","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like","LOC111128345","GO:0006399;GO:0043167",155.971913891787,0.431895120354426,0.259630507733872,1.66349911697253,0.0962125674649905,0.35449808775145,47.7432482354412,123.585156493382,150.928186541692,216.448592427636,148.843141644124,39.803674912905,200.821843449381,101.198072258715,131.116625136455,166.659135154389,238.298812500006,172.324791118016,182.424433196923,185.777804518477,169.88687554035,219.01822900614,192.343694932511,172.69369438546,94.0100933436382,165.512173040103
"1567","evm.model.Contig429.22","XM_022476084.1","uncharacterized","LOC111129627","GO:0006464;GO:0006520;GO:0016301;GO:0043167",164.064316592646,-0.511614781730792,0.307769902996906,-1.66232882666222,0.0964468609255886,0.35449808775145,171.177011966094,418.594884896937,77.9302401097625,155.515585315654,90.2819055874194,182.51441179576,103.154389531376,193.466902847543,215.652343974432,321.146535718851,85.7875725000022,158.635438552566,115.161793023756,85.0758170224802,106.29793329899,114.549282953002,123.583146985623,82.5186618492101,250.118596969313,230.123876954154
"2341","evm.model.Contig81.217","XM_022433856.1","temptin-like","LOC111101386","",117.361425794724,-0.469785516209471,0.282544803067175,-1.66269388468554,0.0963737269557692,0.35449808775145,152.545500459581,58.4703966205246,74.9708639030627,175.523438397201,124.442626620497,115.527739381359,159.121132787761,177.592695434411,85.398328213875,238.753255417804,134.809042500003,133.672501521452,108.027876641753,166.679151717512,31.3199267755952,85.2246665170335,65.0437615713807,73.1608754539388,94.0100933436382,92.9346426161006
"318","evm.model.Contig121.48","XM_022486934.1","60S ribosomal protein L14-like","LOC111136230","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",4844.35064999919,-0.220142629417222,0.133290118938415,-1.6516050189657,0.0986150962189185,0.361244424366543,5627.88094443628,6757.31742762199,3645.9514866542,5123.82928461051,4958.18465280098,4611.40136186095,3757.4535080365,5241.46486022342,5683.73317779013,6726.28779184905,4066.05859500011,4366.90346837851,3990.91665027457,4889.25511704703,3637.85694941989,3824.11326210302,6674.41913381754,3556.80953805719,4603.90714007652,5143.26864992534
"636","evm.model.Contig1435.2_evm.model.Contig1435.3","XM_022456046.1","uncharacterized","LOC111116988","GO:0003674",260.338115108869,-0.179444929028926,0.108654489839633,-1.65151876644744,0.0986326920069658,0.361244424366543,305.091000919161,349.493507072681,239.709472742687,263.739881529472,203.744300447284,297.071329837779,258.983360951114,253.987318610107,273.44717215958,321.146535718851,217.873200000006,307.607804705992,286.375786191817,233.52443652089,253.40668027527,185.111641252051,257.387456503892,201.61776142539,235.456472319388,261.98718299396
"515","evm.model.Contig134.28","XM_022433852.1","calmodulin-like","LOC111101379","GO:0043167",75.7885703802211,-0.256974921430409,0.155879407767375,-1.64854951087511,0.0992399595775351,0.362824107533471,83.8418017793114,74.4168684261222,96.6729560855282,74.5747251221267,69.5414678173366,78.6365284864709,75.7197114645205,103.182348185356,95.7496407246477,71.1578329872672,85.7875725000022,38.6522895965644,49.9374146740179,49.4828731661364,68.3343856922077,77.8935124080414,87.3444798244255,73.1608754539388,78.4854907731292,83.198632437271
"1458","evm.model.Contig409.22",NA,NA,NA,NA,178.458698632372,-0.423580311156063,0.257369425306596,-1.64580664797874,0.0998035731594947,0.364238881159076,242.209649584677,174.082317211107,107.524002176761,371.96417774329,168.363553663025,141.739915543516,297.391910244711,161.718488021279,152.681859533898,227.517808104025,107.574892500003,140.114549787546,128.410494876046,299.501600742405,93.010691636616,109.050917371258,215.573609779433,91.8764482444813,139.721423134582,199.145662748787
"213","evm.model.Contig1120.1",NA,NA,NA,NA,87.5963709773621,-0.347088952064427,0.211253868907838,-1.6429945347692,0.100384064026446,0.365710141382564,114.118007977396,87.7055949307869,94.7000386143949,111.86208768319,91.5019313386008,86.4030992011841,72.4275500964979,53.5754500193195,121.62792200158,146.060815079127,87.1492800000022,60.3942024946318,74.3965565551696,89.4164199317904,41.7599023674602,73.3115410899213,106.85760829584,41.6846848516628,82.7978803760484,114.176846642638
"1714","evm.model.Contig468.23","XM_022475220.1","perlucin-like","LOC111129101","",870.679699876135,0.930046492434844,0.56636663270986,1.64212797633382,0.100563484937995,0.365717647164279,201.453218164179,1643.81546862702,9.86458735566614,155.515585315654,1106.56335632148,273.77161769364,213.990488921471,277.798629729805,735.805797640761,1375.40600866178,2132.43394500006,1976.90356165762,1692.77644435804,1234.46746740782,643.482131934956,379.387225140343,558.447152919997,779.24839436986,1754.28009046752,268.182825835033
"329","evm.model.Contig1211.11",NA,NA,NA,NA,908.276522206874,0.953557087794727,0.582052554011243,1.63826630640694,0.101366153082375,0.366895597445007,190.972992941765,2090.31667918375,12.823963562366,177.342334131887,899.15897862065,295.129687159101,1391.4868715509,157.749936167996,518.428234914534,453.163041655754,1817.87951250005,1293.24118941838,1002.82481712722,2031.40216155718,1553.65818580755,854.079453697583,250.883080346754,974.911200816441,2069.08453148063,130.99359149698
"371","evm.model.Contig124.46","XM_022446471.1","caveolin-1-like","LOC111110111","GO:0007009;GO:0022607",406.245331447941,-0.359070297618825,0.219212311702535,-1.63800242253762,0.101421188430482,0.366895597445007,539.149364219739,239.197077083964,434.04184364931,395.609822294209,874.758463597024,295.129687159101,380.793331567951,362.130356612067,796.188453953602,248.116128179287,379.91639250001,339.0127900032,419.881935626436,278.666706777716,339.773751080699,305.159289786797,426.501236589482,335.178894521534,330.32904358361,405.372060173086
"539","evm.model.Contig1378.8","XM_022487944.1","25S rRNA (cytosine-C(5))-methyltransferase nop2-like","LOC111136820","GO:0003723;GO:0008168;GO:0034641;GO:0042254",102.955138653946,0.749571745743119,0.457198093284457,1.63949009576633,0.101111231690667,0.366895597445007,0,73.0879957756557,41.4312668937978,85.4880995302428,141.522987137036,102.90706196995,138.270777456951,101.198072258715,31.0539375323182,53.3683747404504,54.4683000000014,184.403631616943,186.500956843781,73.7902494582736,146.159658286111,201.606737997284,88.2736764183024,153.127413740802,76.7605349319615,125.683040490346
"749","evm.model.Contig1683.1",NA,NA,NA,NA,86.9050974458735,1.2763398485758,0.781096055095369,1.63403699231328,0.102251083389992,0.369249971891703,89.664149125097,220.592859977434,6.9052111489663,46.3818412344934,37.8207982866217,27.1829975014961,15.363419717439,26.7877250096597,16.3895781420568,21.5346073514098,0,99.851748124458,17.3252254991491,362.874403218334,243.915793373575,36.6557705449607,5.5751795632612,193.96139073835,260.468332016319,8.85091834439053
"1366","evm.model.Contig355.65","XM_022435241.1","uncharacterized","LOC111102482","GO:0005886;GO:0032991",218.227011948755,-0.178355587764782,0.109285512462346,-1.63201492811076,0.102676341451847,0.370137440688303,225.907077016478,207.304133472769,226.885509180321,287.385526080391,196.424145940196,260.180118942891,242.522554111001,252.995180646787,195.812328328784,222.836371723284,148.426117500004,184.403631616943,181.405302285208,191.854648591511,192.665004104419,248.342845442108,208.140037028418,182.051480780732,267.368155380989,241.630070801862
"522","evm.model.Contig134.9","XM_022459491.1","cytochrome P450 3A14-like","LOC111119379","",167.546124993615,0.282305240384662,0.173237325989777,1.62958668850223,0.10318887965437,0.371097089560754,143.229744706324,209.961878773702,141.063599186026,175.523438397201,170.803605165388,139.798272864837,109.738712267421,121.040831525129,158.720125165182,142.315665974534,238.298812500006,180.377351450634,212.998360548362,172.755995790547,151.854190427128,138.375533807226,118.937164016239,313.060490314529,182.845319163773,129.223407828102
"567","evm.model.Contig1404.7.1","XM_022485410.1","60S ribosome subunit biogenesis protein NIP7 homolog","LOC111135391","GO:0003723;GO:0005634;GO:0022618;GO:0042254",85.9041568495784,0.345047720091377,0.212030210317017,1.62735168528805,0.103662426569832,0.371097089560754,57.0590039886981,71.7591231251893,74.9708639030627,73.6652772547837,69.5414678173366,74.7532431291143,57.064130379059,90.2845546621866,75.909625079,111.418185861642,73.5322050000019,84.5518834924846,112.104400288612,117.196278551376,74.9780065233945,196.108372415539,54.8225990387351,63.8030890586676,83.6603582966322,100.900469126052
